ID,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
7262,25.6,46.0,4.3,6.4,20.4,6.8,1.09,10.9,464,Good
2958,19.6,50.0,11.4,15.6,23.4,5.1,1.04,13.4,476,Good
311,25.3,73.6,1.7,5.7,14.2,7.2,1.02,18.0,385,Good
6710,34.6,89.7,6.8,25.1,30.6,20.7,1.7,4.8,625,Poor
8226,38.0,65.8,42.6,58.7,31.5,11.9,2.16,8.9,621,Hazardous
2956,27.4,74.7,13.5,18.1,26.2,1.6,0.97,14.5,444,Good
7008,40.7,81.5,18.8,30.0,44.0,11.9,1.78,3.7,431,Poor
3716,29.4,72.0,23.2,33.5,20.8,7.9,1.55,5.1,443,Moderate
9480,44.1,72.8,11.4,36.5,31.9,35.0,2.12,4.9,633,Hazardous
1344,41.3,77.1,59.8,74.8,28.1,9.0,1.74,7.9,498,Moderate
1801,24.4,58.1,8.8,18.1,24.5,4.7,1.45,6.6,574,Moderate
507,37.4,86.4,9.7,23.1,32.8,24.7,2.67,7.3,787,Poor
9431,37.4,83.5,0.3,19.7,38.3,16.2,2.3,6.2,494,Poor
4215,31.8,68.8,17.7,32.7,34.7,17.5,2.09,6.1,575,Poor
6671,24.6,70.0,0.8,3.0,22.9,4.9,0.91,10.7,356,Good
5729,35.1,81.8,28.6,40.8,32.8,18.3,1.59,5.3,609,Poor
6631,29.9,78.3,33.9,36.6,27.2,19.6,1.47,6.4,658,Moderate
7407,24.8,54.9,3.2,8.3,30.3,11.2,1.32,5.8,687,Moderate
1675,24.7,63.8,7.9,12.1,23.5,4.9,0.92,10.6,231,Good
8373,26.2,62.1,5.1,10.4,23.9,7.6,1.02,12.6,404,Good
9714,20.3,55.6,6.6,8.6,23.6,5.8,1.08,15.0,282,Good
7861,40.7,60.6,11.7,28.0,31.0,21.0,2.34,9.0,581,Poor
6009,35.8,80.1,6.3,19.9,34.8,16.7,2.14,4.8,524,Poor
5193,41.8,99.7,19.2,41.7,41.7,17.6,2.32,8.9,576,Poor
5150,34.5,80.3,27.9,36.1,31.2,11.8,1.46,7.6,646,Moderate
6038,34.1,86.9,7.9,32.5,25.0,-2.5,1.7,5.9,411,Moderate
3498,38.9,56.1,17.8,44.7,41.4,28.9,2.45,7.1,874,Hazardous
7824,36.6,72.9,41.0,47.5,25.8,14.0,1.55,6.9,656,Moderate
4259,36.9,88.3,18.4,31.7,34.8,15.4,1.46,7.8,668,Poor
8688,24.3,44.3,16.0,21.3,19.7,4.4,0.83,10.2,565,Good
5797,24.0,61.1,3.9,15.0,22.2,4.8,1.58,6.8,553,Moderate
7115,32.2,73.1,23.3,43.6,38.1,13.6,1.86,7.3,671,Poor
6905,35.7,72.6,24.7,36.8,22.8,13.4,1.56,7.5,356,Moderate
4515,21.2,77.2,5.6,12.0,21.1,4.8,0.95,11.3,577,Good
3942,36.6,81.7,10.5,22.6,34.0,9.7,1.49,6.0,473,Moderate
5828,25.3,56.5,2.2,18.9,27.7,15.5,1.79,6.1,431,Moderate
3099,21.7,75.3,3.5,15.0,33.1,10.4,1.95,3.7,429,Poor
2331,34.0,95.5,31.9,49.0,27.5,15.6,1.97,6.4,326,Poor
6886,24.5,72.4,5.2,9.7,14.3,5.8,1.11,10.1,335,Good
4401,20.2,68.5,4.4,10.1,19.8,5.0,0.89,10.5,272,Good
8864,31.3,80.1,11.9,31.4,30.3,11.2,1.56,10.8,306,Poor
4426,28.5,86.2,8.1,25.0,24.2,9.2,1.54,6.0,399,Moderate
8849,29.4,90.6,14.9,24.9,33.1,20.4,2.05,6.1,532,Poor
4537,31.7,72.0,22.4,44.9,29.3,8.3,1.78,3.4,735,Poor
4671,26.9,75.2,10.7,24.5,26.8,13.0,1.4,5.2,608,Moderate
9613,21.5,54.2,11.9,15.2,13.5,4.1,1.23,10.5,351,Good
6363,27.4,68.2,0.9,5.9,25.1,7.3,0.99,12.6,450,Good
6171,18.9,54.3,2.6,5.9,13.1,6.0,0.98,12.4,460,Good
7476,36.4,87.9,2.6,12.9,35.0,12.1,1.87,4.2,533,Poor
3926,25.0,65.4,0.1,15.1,27.7,9.9,1.37,6.0,279,Moderate
9046,24.0,72.1,16.4,23.5,18.5,7.8,0.93,13.1,390,Good
9704,31.1,68.5,163.1,176.9,31.6,5.3,2.68,11.8,790,Poor
3060,25.7,72.4,31.5,34.5,21.2,3.9,0.89,11.1,571,Good
4006,26.9,70.1,23.5,29.9,21.5,2.0,1.08,10.2,577,Good
5166,29.1,64.3,67.6,84.6,26.3,9.4,1.29,5.1,695,Moderate
5820,41.2,67.8,13.7,23.1,32.8,20.9,1.66,5.5,721,Poor
3122,21.5,66.6,37.8,46.4,26.1,4.3,1.39,5.4,270,Moderate
3606,29.9,77.6,11.4,19.3,21.0,7.7,1.04,11.4,328,Good
9820,30.9,73.2,4.7,9.4,19.9,5.5,0.93,10.1,512,Good
5238,21.7,43.1,6.2,8.1,15.4,3.1,1.11,11.4,560,Good
930,29.0,71.3,4.7,19.0,28.4,5.5,1.27,7.5,419,Moderate
1870,26.5,89.2,42.4,48.9,17.9,2.7,1.5,6.7,330,Moderate
2730,29.3,56.2,1.9,8.3,13.3,-0.9,1.12,10.5,260,Good
2672,21.9,61.1,4.2,7.2,25.5,1.5,1.09,11.5,587,Good
6215,28.1,53.3,1.5,5.5,25.2,6.0,0.96,12.4,268,Good
1173,37.0,64.0,10.0,21.8,29.2,11.3,1.88,6.5,350,Moderate
3187,26.4,41.4,1.2,8.5,25.8,6.9,1.12,12.5,314,Good
1152,24.7,60.2,4.9,10.9,23.0,2.0,0.96,10.4,440,Good
437,26.4,53.4,0.6,10.1,27.2,2.6,0.97,10.1,379,Good
8430,29.2,72.7,6.4,10.3,23.5,4.5,0.86,13.5,500,Good
9242,23.7,73.1,2.0,5.0,17.4,4.1,0.99,11.2,555,Good
5836,17.1,46.4,2.2,4.9,18.2,5.5,0.82,11.4,539,Good
2521,26.7,56.5,2.6,6.8,20.4,7.1,0.93,10.5,509,Good
6133,39.8,58.9,3.5,7.2,23.3,18.3,1.32,7.5,459,Moderate
1798,40.0,97.6,18.2,37.6,33.9,22.9,1.95,4.3,598,Poor
6655,24.0,53.1,0.1,7.4,21.4,4.9,1.07,10.0,388,Good
7102,26.2,51.5,0.7,5.1,21.4,4.5,0.88,11.8,462,Good
8811,32.8,65.2,12.3,21.9,28.8,7.2,1.46,6.3,609,Moderate
2365,30.9,105.2,6.2,20.6,42.7,15.3,1.71,13.9,499,Poor
7795,24.3,51.7,1.3,5.8,24.7,7.5,1.1,10.1,220,Good
2222,20.0,60.6,1.0,6.1,13.3,9.5,0.97,10.7,525,Good
7000,29.5,51.1,3.5,10.4,18.3,5.4,0.94,12.0,312,Good
5475,35.7,96.1,7.0,23.9,44.8,6.9,2.21,3.7,424,Poor
7784,26.8,62.3,20.3,25.5,15.7,7.8,0.99,10.3,403,Good
9296,36.0,73.8,108.4,132.2,37.3,16.0,2.65,3.3,673,Hazardous
6048,26.0,66.9,14.5,18.4,26.5,5.2,1.0,12.4,512,Good
9615,25.9,54.9,1.1,7.9,30.5,8.2,1.16,6.0,576,Moderate
4814,23.4,76.8,1.0,7.4,27.0,-0.2,1.27,5.6,565,Moderate
6753,27.5,107.3,59.4,74.8,41.3,17.9,1.56,4.4,588,Poor
9009,33.2,90.8,12.1,30.2,46.3,24.8,1.59,7.6,534,Poor
3975,26.1,47.0,6.1,7.6,18.2,6.3,0.87,10.5,489,Good
1743,41.6,105.2,66.4,76.7,37.2,20.2,1.97,3.3,524,Poor
3569,23.9,90.0,6.6,11.9,20.0,8.8,1.3,5.2,377,Moderate
3293,27.2,43.7,4.2,12.3,23.1,6.2,0.94,10.6,524,Good
1144,28.5,41.3,14.8,19.1,17.4,5.8,0.98,10.9,384,Good
8185,27.8,71.2,14.6,29.7,33.7,19.2,1.53,8.1,441,Moderate
8127,37.6,87.7,1.1,7.4,26.3,19.4,2.02,3.5,478,Poor
5668,29.9,71.9,8.7,12.8,22.4,7.5,1.03,11.8,269,Good
8918,29.8,58.6,43.2,51.7,30.1,13.4,1.73,3.7,498,Poor
336,37.8,64.9,33.7,48.5,34.6,8.7,1.7,3.9,774,Poor
1723,31.0,65.6,6.1,17.4,16.0,12.2,1.74,7.1,386,Moderate
752,23.6,60.5,7.2,14.1,17.9,4.3,0.81,14.6,249,Good
40,26.2,81.3,10.2,21.3,33.7,10.0,1.85,5.2,419,Moderate
8787,20.3,57.1,8.6,11.3,26.3,5.8,1.02,13.8,637,Good
2456,28.8,65.1,6.6,7.5,11.9,2.4,0.93,10.0,276,Good
8020,28.0,44.3,5.8,12.6,21.0,2.4,1.04,10.7,262,Good
1728,27.8,78.9,1.0,5.4,13.2,3.8,0.88,21.1,305,Good
4107,49.7,97.5,45.1,65.7,30.3,24.8,2.78,3.3,835,Hazardous
668,26.0,61.0,0.4,9.7,28.7,4.2,1.19,15.5,482,Good
182,29.3,67.1,0.3,16.3,19.8,9.6,1.44,7.0,356,Moderate
3488,25.2,67.4,5.0,9.3,23.8,6.5,1.06,13.0,511,Good
4160,31.4,72.1,16.9,27.4,29.8,18.0,1.53,5.3,346,Moderate
8786,23.7,64.8,5.8,19.1,21.3,14.4,1.8,6.2,495,Moderate
8967,47.8,86.5,12.8,32.3,44.2,6.7,1.92,3.5,793,Hazardous
1085,28.5,66.4,10.2,15.7,27.8,11.6,1.79,5.0,452,Moderate
543,27.6,79.6,4.8,21.0,23.9,20.2,1.74,5.8,476,Moderate
3444,34.6,87.3,59.5,96.6,29.5,33.5,2.17,3.1,405,Poor
2338,28.7,63.4,12.4,15.3,13.8,3.4,1.8,11.2,293,Moderate
1417,37.9,82.5,8.9,22.5,29.5,6.0,1.44,7.6,480,Moderate
1438,34.9,68.7,3.7,16.0,35.3,23.1,2.3,3.5,658,Poor
7070,32.1,76.9,13.2,29.9,29.4,5.2,1.68,5.4,369,Moderate
126,21.9,53.8,3.1,12.4,26.1,4.6,1.04,10.4,342,Good
8689,39.4,68.4,7.8,19.7,26.3,-1.6,1.74,5.4,361,Moderate
5889,37.4,69.8,0.0,20.1,24.2,23.0,1.72,3.6,660,Poor
833,35.8,69.1,4.2,13.1,35.6,14.9,1.91,7.9,449,Poor
7438,34.6,98.7,5.0,16.5,34.3,25.6,2.2,3.2,764,Poor
3133,29.8,66.1,23.7,26.1,15.1,1.9,0.87,13.0,560,Good
4375,48.1,96.7,44.9,65.2,42.1,28.5,2.53,7.3,532,Hazardous
1174,23.3,72.2,2.6,14.9,20.1,7.2,1.73,5.7,318,Moderate
2203,20.2,45.8,14.2,20.9,25.0,5.4,0.94,10.2,264,Good
5552,28.7,59.1,6.3,13.8,22.9,7.5,0.94,11.6,392,Good
5561,36.2,60.1,77.0,97.0,41.9,21.1,1.91,4.4,447,Poor
1092,34.8,77.9,31.2,38.1,45.0,13.8,2.23,3.4,817,Hazardous
8597,46.9,83.0,75.7,97.5,30.8,24.6,2.1,3.1,684,Poor
4371,40.1,94.6,42.2,59.6,31.3,2.1,2.18,5.4,511,Poor
5260,35.9,64.2,18.7,37.4,28.2,14.9,1.79,5.2,581,Moderate
5768,30.6,64.9,11.2,19.7,26.5,8.9,1.53,6.2,330,Moderate
1313,30.5,82.0,10.3,18.5,35.8,10.0,1.31,6.7,702,Moderate
1295,19.9,74.0,5.6,12.2,14.9,4.7,1.02,13.5,475,Good
3667,46.8,97.3,44.9,61.3,37.5,21.3,2.76,5.2,875,Poor
747,24.4,73.0,4.7,8.4,18.3,4.7,0.97,11.4,386,Good
1739,30.4,68.3,2.7,16.0,27.4,10.9,1.14,5.1,610,Moderate
5614,34.1,74.3,12.5,23.5,35.8,18.5,1.73,4.3,608,Poor
7146,26.3,89.5,154.5,161.8,33.1,5.7,2.61,3.7,885,Hazardous
3582,37.6,49.7,45.2,56.7,34.7,21.2,2.4,4.1,634,Poor
2635,42.4,74.1,11.1,30.2,36.3,15.2,1.83,2.9,835,Hazardous
6019,31.9,76.8,48.4,59.3,21.7,9.4,1.61,6.0,608,Moderate
529,34.7,76.1,1.1,14.1,42.9,14.8,2.07,6.4,669,Poor
1318,27.0,61.1,1.6,5.3,19.9,4.6,0.85,12.6,424,Good
2053,29.1,65.2,1.2,10.3,17.7,3.8,1.13,11.0,311,Good
4741,28.3,84.5,51.3,63.7,21.1,5.4,2.2,7.4,442,Poor
634,26.9,71.0,2.6,9.3,26.4,7.3,1.11,11.6,587,Good
5092,32.9,87.5,9.5,18.4,28.2,7.7,1.82,6.3,402,Moderate
3571,20.9,86.7,7.4,16.9,28.4,6.6,1.48,5.2,491,Moderate
9368,26.5,66.2,16.1,22.1,24.4,2.1,0.92,12.1,266,Good
9233,23.7,57.2,2.6,8.6,15.3,3.9,1.06,10.4,250,Good
8551,29.1,61.8,3.4,8.1,21.1,-0.2,1.09,10.7,270,Good
1091,28.0,84.9,10.2,24.6,20.6,10.5,1.22,7.6,566,Moderate
938,27.3,87.3,25.0,33.4,25.6,9.7,1.41,6.7,361,Moderate
4624,21.9,51.3,2.5,5.3,26.2,8.0,1.08,10.7,596,Good
9941,18.6,43.9,12.3,17.0,21.2,3.6,0.94,12.3,598,Good
5427,34.2,62.7,4.3,25.6,34.0,-1.8,1.39,6.4,423,Moderate
9435,34.6,61.4,17.0,38.1,30.6,14.5,2.09,3.3,607,Hazardous
2390,23.7,59.3,20.4,24.2,25.4,7.7,1.15,11.8,236,Good
4888,34.7,76.9,9.5,20.3,33.8,12.9,1.48,5.7,369,Poor
8106,28.8,54.0,11.4,15.9,30.3,6.1,1.52,6.3,473,Moderate
4223,21.1,45.2,8.1,13.8,14.8,7.2,1.0,10.8,337,Good
1646,39.3,76.9,68.1,87.4,33.1,10.5,1.56,5.4,476,Moderate
1450,23.4,45.6,17.0,24.0,15.1,7.3,1.06,10.0,512,Good
184,21.7,75.1,0.8,15.7,26.7,18.5,1.39,5.8,364,Moderate
349,24.2,52.2,7.0,10.7,24.0,2.8,0.95,10.0,497,Good
5529,23.1,60.4,8.1,11.3,17.7,3.7,0.91,10.7,550,Good
8093,22.8,63.1,9.0,15.2,21.8,4.7,0.99,10.2,322,Good
6401,29.1,58.4,7.6,14.4,15.3,3.7,1.14,12.5,389,Good
5687,31.0,64.1,5.3,14.9,20.6,4.8,1.03,12.5,436,Good
3766,25.9,47.7,2.2,7.0,20.9,4.9,0.99,10.7,388,Good
8328,37.6,89.6,68.2,75.2,30.3,12.0,1.84,4.1,747,Poor
8978,31.1,59.8,53.7,68.6,19.2,17.2,2.1,7.6,534,Poor
9923,31.4,66.0,10.5,32.6,29.9,7.5,1.86,10.0,789,Poor
2706,25.9,56.0,0.7,8.2,19.7,2.3,1.09,15.1,505,Good
885,29.8,85.9,20.1,29.7,32.1,13.5,2.64,4.8,706,Poor
3779,25.6,43.0,17.0,21.0,22.6,6.4,1.12,12.1,543,Good
1210,31.4,94.8,17.7,29.1,28.9,9.6,1.35,6.0,448,Moderate
6646,36.6,62.5,1.6,8.7,35.6,16.1,1.93,4.5,612,Poor
2217,22.5,61.2,31.8,37.4,24.7,7.6,1.12,13.9,584,Good
8794,35.6,59.9,16.6,34.9,28.1,9.6,1.88,5.4,465,Poor
1981,35.8,76.9,46.4,59.7,29.7,18.6,2.16,3.5,700,Poor
412,38.9,97.6,46.1,65.1,42.3,21.6,2.04,3.6,667,Poor
8802,42.1,66.9,31.1,47.9,33.7,27.0,2.16,2.6,546,Hazardous
2554,28.5,61.7,11.2,20.2,30.6,8.7,1.31,7.8,538,Moderate
2093,45.4,92.9,35.0,47.6,36.1,1.9,2.47,2.6,730,Hazardous
3495,32.4,94.1,2.6,9.3,28.0,13.9,1.48,5.3,621,Moderate
9384,21.5,77.7,3.9,9.1,30.2,8.9,1.15,5.1,598,Moderate
9287,26.3,60.6,15.2,22.8,20.3,6.5,0.97,11.2,371,Good
5085,44.4,73.2,46.8,62.4,39.9,16.2,2.49,4.8,696,Hazardous
8401,27.4,55.6,14.6,30.2,31.9,11.7,1.68,5.1,258,Moderate
4691,20.8,54.3,12.8,18.6,24.8,2.8,1.0,10.8,242,Good
2036,34.7,69.8,12.1,17.8,27.0,9.3,1.77,6.2,667,Moderate
578,32.2,70.0,6.2,16.6,22.6,12.0,1.17,7.9,373,Moderate
3255,24.7,46.5,28.8,33.7,20.3,2.7,1.04,10.4,502,Good
6367,30.0,64.7,33.9,40.0,30.0,5.3,1.29,6.6,301,Moderate
8761,28.0,59.4,8.1,11.8,25.4,5.0,1.05,10.3,537,Good
7003,31.0,72.9,15.2,32.2,42.4,19.6,1.9,6.2,496,Poor
6922,35.4,88.5,10.6,19.6,17.1,-2.0,1.14,12.9,555,Good
4749,31.1,58.8,29.8,32.6,32.6,9.9,1.77,5.9,459,Moderate
4652,23.0,71.4,1.8,9.1,23.5,8.0,1.01,15.3,384,Good
5651,25.6,68.6,12.5,18.0,15.3,5.4,0.94,12.0,219,Good
6059,36.0,53.5,63.9,76.5,19.2,10.7,1.91,8.1,436,Poor
7706,48.3,103.2,11.2,42.1,41.9,9.1,3.24,2.7,726,Hazardous
530,22.5,61.6,38.8,43.4,26.1,3.9,0.94,13.4,221,Good
8812,26.4,47.7,9.1,10.9,23.1,7.7,0.91,10.6,463,Good
4865,30.0,70.1,0.6,11.2,29.0,8.6,1.61,7.7,410,Moderate
2563,19.7,54.6,6.4,16.8,11.9,8.0,0.89,10.2,312,Good
2270,26.7,56.1,1.2,6.8,15.9,-0.1,1.09,14.7,589,Good
5131,30.2,52.4,13.9,23.4,23.5,16.9,1.68,9.0,681,Moderate
1629,26.1,66.1,13.6,18.5,15.6,2.7,0.94,13.1,526,Good
4965,32.1,59.7,28.5,34.3,32.0,0.4,1.21,11.7,276,Good
9467,42.2,77.3,5.7,19.2,28.6,8.7,2.16,8.9,545,Poor
2306,40.5,72.5,74.0,89.4,39.1,22.9,2.18,5.6,640,Hazardous
6684,29.8,42.3,13.6,17.8,25.8,3.5,0.93,10.4,219,Good
9228,32.0,67.5,18.9,29.5,35.7,8.0,1.55,6.1,613,Moderate
1838,27.1,56.9,6.4,10.0,24.1,1.0,0.88,13.0,594,Good
8287,31.4,65.1,0.5,16.0,32.0,6.7,2.07,5.8,453,Poor
4802,28.4,74.6,1.1,4.1,16.3,5.7,0.99,10.7,310,Good
4449,25.7,56.2,12.9,18.7,16.2,7.7,1.01,11.7,324,Good
5858,25.0,53.4,1.3,7.0,15.7,4.6,1.13,12.4,206,Good
8043,33.1,74.9,10.1,18.6,24.2,12.8,1.03,8.1,328,Moderate
7176,34.9,74.8,6.0,21.4,40.1,11.9,2.72,2.7,639,Poor
7258,33.0,66.0,75.7,98.3,50.6,9.7,1.93,5.0,683,Poor
5314,27.7,67.1,1.0,7.2,19.3,7.5,1.11,11.4,238,Good
8781,30.1,51.4,6.7,11.6,25.3,8.1,0.96,10.2,212,Good
8393,24.4,64.8,1.4,8.8,19.7,7.2,1.02,10.6,229,Good
3839,31.7,52.4,3.5,11.7,30.0,17.3,2.39,3.4,472,Poor
7436,29.7,85.8,16.5,29.5,31.0,9.9,1.32,8.0,648,Moderate
5684,28.8,51.8,30.6,33.3,12.4,5.0,0.83,10.4,308,Good
4221,20.7,66.5,1.9,9.2,27.5,6.7,1.03,10.1,380,Good
5876,29.9,85.3,32.0,47.6,26.5,11.3,1.32,5.9,639,Moderate
210,27.8,72.0,3.4,8.5,28.5,9.3,1.43,7.8,533,Moderate
6530,37.8,63.4,35.7,51.8,31.8,13.6,1.79,5.5,445,Moderate
7538,31.0,60.0,30.9,44.1,28.3,19.3,1.66,5.8,648,Poor
3765,33.7,73.6,15.1,21.2,20.7,6.1,1.15,10.6,312,Good
9760,28.7,75.0,7.5,14.7,22.9,3.7,0.85,10.1,225,Good
1051,26.9,74.1,4.1,9.7,14.0,3.8,1.09,10.4,365,Good
9662,20.8,60.9,12.6,16.2,23.6,5.4,1.04,12.5,328,Good
4992,24.6,64.7,10.3,18.5,25.5,4.4,1.05,12.8,405,Good
9642,36.7,84.9,11.2,34.9,29.1,26.5,2.61,5.7,664,Poor
8981,22.9,75.0,29.0,33.5,26.1,4.3,1.07,11.4,554,Good
1003,29.0,65.1,8.3,15.2,11.1,6.7,1.06,10.5,498,Good
8911,21.5,69.6,13.6,20.1,25.1,4.3,0.79,17.3,560,Good
1985,23.8,47.2,8.1,14.1,20.1,1.8,0.98,11.3,384,Good
8856,24.1,64.9,17.7,22.9,21.5,8.1,0.99,10.7,516,Good
503,22.6,68.8,20.1,31.8,30.2,2.0,1.49,9.1,482,Moderate
9651,27.5,51.2,0.6,5.9,25.6,3.6,1.11,10.1,403,Good
7692,29.4,67.2,6.5,17.8,31.9,11.9,1.85,7.1,511,Moderate
4247,27.8,62.9,6.1,14.2,28.0,6.3,1.62,5.3,607,Moderate
2248,23.5,61.9,27.2,30.9,17.9,7.0,1.03,12.8,495,Good
7893,18.8,77.6,4.3,9.7,12.2,5.7,0.87,10.5,230,Good
4413,26.1,49.9,17.1,20.4,24.2,4.3,1.24,13.3,445,Good
8535,44.5,89.4,96.7,117.3,45.2,19.9,2.65,3.4,872,Hazardous
1145,43.1,105.1,140.8,169.7,34.8,25.1,2.16,2.9,731,Hazardous
4423,29.5,41.5,6.4,10.0,14.7,5.2,1.09,10.1,568,Good
8288,30.7,77.7,4.8,16.7,25.7,11.7,1.95,5.4,558,Poor
5187,22.8,70.1,7.2,11.5,11.8,6.7,0.86,10.5,402,Good
7760,27.3,73.7,13.9,24.4,19.6,6.2,1.47,6.6,514,Moderate
4120,35.4,62.4,8.6,33.5,31.8,9.3,1.81,3.6,536,Poor
1590,28.7,70.3,31.1,37.7,20.2,6.1,1.01,14.7,430,Good
6466,32.4,89.0,12.3,34.0,39.1,12.5,1.67,4.2,770,Poor
8012,30.8,83.0,25.6,40.5,23.2,15.5,1.63,4.1,567,Poor
7112,24.5,64.5,2.2,11.7,23.7,5.4,1.15,11.4,524,Good
3121,41.4,86.8,179.7,206.8,36.1,33.7,2.92,6.2,821,Hazardous
9311,30.5,86.7,19.3,37.9,37.8,20.7,2.63,3.4,722,Hazardous
36,33.5,93.5,28.0,43.0,24.6,21.9,1.75,4.9,702,Poor
5334,25.5,92.1,5.8,17.9,29.7,16.1,1.36,5.4,498,Moderate
314,26.8,59.1,21.1,25.3,22.9,7.6,1.37,5.8,466,Moderate
9934,32.3,69.2,4.8,25.3,26.2,9.2,1.56,11.5,523,Moderate
950,41.4,61.9,18.4,29.2,37.8,26.6,2.52,6.3,744,Hazardous
8695,26.0,41.3,10.7,15.0,23.4,0.6,1.08,13.0,316,Good
6170,38.4,79.6,51.8,77.4,34.5,15.1,2.17,6.2,760,Poor
3773,25.5,60.1,4.7,13.9,22.0,6.1,1.01,12.6,322,Good
9111,26.3,72.9,10.2,29.1,31.8,27.4,2.2,4.3,778,Poor
6317,23.6,75.4,5.7,10.1,22.9,2.2,1.02,10.5,268,Good
6325,28.6,62.0,11.5,16.0,22.0,0.8,0.99,10.5,350,Good
9666,28.9,76.3,19.8,27.0,34.9,18.5,1.52,8.8,369,Moderate
7485,38.8,85.2,25.5,33.3,39.6,7.5,1.64,7.5,603,Poor
9698,43.7,98.6,64.7,75.3,36.3,12.7,2.16,4.8,439,Poor
1515,28.3,77.5,7.1,13.8,16.7,-0.4,0.98,10.6,307,Good
5910,27.5,63.8,17.8,20.5,17.7,2.3,1.05,10.8,476,Good
8885,26.8,71.3,32.3,46.1,49.9,16.0,1.93,3.6,771,Poor
5138,23.0,55.9,6.8,14.9,19.5,5.4,0.85,10.3,448,Good
7705,33.0,68.3,56.5,74.7,27.7,14.4,1.37,7.8,473,Moderate
8519,42.7,78.8,3.2,27.0,28.2,10.6,2.31,6.9,431,Poor
8254,23.9,53.7,16.6,22.2,23.3,6.0,1.03,12.2,475,Good
9323,27.4,80.8,18.1,31.9,32.6,8.6,1.57,7.8,388,Moderate
4732,36.7,84.5,9.8,21.0,24.8,12.4,1.55,6.0,784,Moderate
9160,30.1,68.5,1.7,2.4,24.3,8.1,1.12,11.5,229,Good
5773,32.1,62.8,1.8,2.7,42.7,22.7,2.38,7.7,513,Poor
5181,30.9,69.2,24.1,31.8,18.1,3.3,0.93,11.3,302,Good
9315,24.5,46.6,31.3,40.3,17.9,5.7,0.85,10.2,295,Good
3711,23.4,45.6,2.1,10.2,16.6,7.4,1.01,12.0,210,Good
7993,26.9,67.8,3.4,18.6,23.1,21.5,1.68,5.1,503,Moderate
9025,19.3,68.2,16.2,18.9,18.3,5.6,0.98,10.0,430,Good
7528,23.7,39.8,33.8,36.1,25.3,3.0,0.93,10.7,482,Good
2485,35.7,73.1,6.4,20.0,26.9,4.3,1.41,6.0,508,Moderate
3752,44.5,76.6,8.8,26.6,39.5,15.4,2.23,8.7,656,Poor
7877,19.1,69.6,2.9,7.5,11.1,4.4,1.01,10.1,310,Good
6609,37.4,92.0,8.3,13.0,30.2,26.3,2.15,6.3,501,Poor
1268,36.7,89.4,24.2,49.6,32.5,26.9,2.47,5.3,517,Poor
988,39.9,77.7,13.1,24.9,35.3,7.6,1.86,5.9,586,Poor
4132,39.5,101.8,101.6,130.9,31.8,19.3,2.83,4.5,540,Hazardous
1979,33.2,88.3,29.4,47.0,38.7,21.8,1.38,3.9,655,Poor
384,28.5,69.4,18.4,21.8,24.1,5.4,0.91,10.3,374,Good
8563,23.5,63.5,4.8,11.5,14.1,3.9,1.04,10.4,380,Good
2875,18.4,48.0,4.9,9.5,19.3,4.9,0.94,10.4,549,Good
2418,33.0,95.8,5.6,20.8,39.4,21.1,2.04,4.8,601,Poor
9577,33.5,58.7,2.7,8.1,22.4,8.7,1.28,8.1,386,Moderate
851,27.0,36.2,39.3,46.7,25.0,6.2,1.15,10.8,443,Good
7316,24.7,79.8,0.4,6.2,13.4,6.3,1.18,10.7,247,Good
9391,39.1,73.1,16.7,30.8,49.5,6.4,1.94,2.9,687,Hazardous
3633,19.4,57.3,3.0,11.0,20.6,4.5,1.18,10.3,455,Good
6958,29.6,52.6,9.4,17.9,11.2,7.9,1.06,11.2,267,Good
7448,26.5,72.5,28.4,34.8,15.4,2.9,1.2,19.8,552,Good
4491,36.0,94.3,15.0,27.0,33.6,34.1,2.71,2.9,755,Hazardous
5540,26.7,48.0,0.7,9.5,16.2,4.6,1.02,12.1,410,Good
4711,26.5,68.7,2.9,7.2,23.3,4.3,1.03,12.5,421,Good
4612,29.0,66.9,7.6,10.3,18.6,4.9,1.2,10.3,308,Good
1011,24.5,56.8,9.5,14.7,13.9,4.0,1.06,12.3,402,Good
5103,34.2,61.0,2.8,9.7,26.3,2.4,1.47,5.6,436,Moderate
8701,39.9,94.6,83.9,96.9,35.5,23.8,1.37,4.5,546,Poor
5228,26.4,71.2,12.4,17.9,29.6,-0.1,1.44,10.8,384,Moderate
5771,38.0,68.6,46.3,44.7,32.9,10.3,1.48,5.9,309,Moderate
8359,33.5,60.6,15.3,25.1,16.1,20.3,1.78,5.2,703,Moderate
8215,32.1,61.0,58.1,72.7,31.2,12.2,2.4,5.0,475,Poor
7868,24.2,59.5,24.3,29.6,17.7,5.3,0.98,11.6,425,Good
433,34.8,77.6,51.7,72.5,34.6,19.6,2.44,8.8,572,Poor
8526,27.6,69.0,8.5,16.4,22.1,1.3,1.56,6.1,672,Moderate
8037,39.6,84.9,87.5,92.2,41.7,13.2,1.76,3.6,716,Poor
6880,23.5,54.5,6.4,11.4,21.0,6.1,1.22,10.1,307,Good
1529,29.6,86.7,28.6,45.8,29.1,11.9,1.73,5.6,567,Moderate
9155,35.3,83.6,51.6,64.9,30.7,11.9,1.72,8.6,447,Moderate
7739,31.7,102.1,30.4,43.8,24.7,20.1,2.02,3.8,460,Poor
